icd9v6.01编码,实际操作名称v6.01,属性v6.01,录入选项v6.01
61.49002,鞘膜高位结扎术,,必选
61.49003,阴囊修补术,,必选
61.91001,睾丸鞘膜积液抽吸术,,必选
61.92001,鞘膜囊肿切除术,,必选
61.92002,鞘状突高位结扎术,,必选
61.99002,腹腔镜下鞘状突高位结扎术,,必选
62.0 001,睾丸切开探查术,,必选
62.0 002,腹腔镜下隐睾探查术,,必选
62.11001,经皮睾丸活检,诊断性操作,必选
62.12001,直视下睾丸活检术,,必选
62.2 001,睾丸病损切除术,,必选
62.2 002,睾丸附件切除术,,必选
62.3 001,单侧睾丸部分切除术,,必选
62.3 002,单侧睾丸-附睾切除术,,必选
62.3 004,单侧睾丸切除术,,必选
62.3 005,单侧隐睾切除术,,必选
62.3 006,腹腔镜下单侧隐睾切除术,,必选
62.41001,双侧睾丸-附睾切除术,,必选
62.41002,双侧睾丸根治性切除术,,必选
62.41003,双侧隐睾切除术,,必选
62.41004,双侧睾丸切除术,,必选
62.41005,腹腔镜下双侧隐睾切除术,,必选
62.5 001,睾丸复位术,,必选
62.5 002,睾丸固定术,,必选
62.61001,睾丸裂伤缝合术,,必选
62.69001,睾丸修补术,,必选
62.7 001,睾丸假体置入术,,必选
62.91001,睾丸抽吸术,治疗性操作,必选
62.92001,治疗性物质注入睾丸,治疗性操作,必选
62.99001,显微镜下睾丸切开取精术,,必选
63.01001,精索活检,诊断性操作,必选
63.1 001,腹腔镜下精索静脉高位结扎术,,必选
63.1 002,精索静脉高位结扎术,,必选
63.1 003,精索鞘膜高位结扎术,,必选
63.1 004,精索鞘膜积液切除术,,必选
63.2 001,附睾囊肿切除术,,必选
63.2 002,精液囊肿切除术,,必选
63.3 001,附睾病损切除术,,必选
63.3 002,精索病损切除术,,必选
63.4 001,附睾切除术,,必选
63.51001,精索-附睾裂伤缝合术,,必选
63.52001,附睾裂伤缝合术,,必选
63.53001,精索移植术,,必选
63.6 001,输精管探查术,,必选
63.6 002,输精管造口术,,必选
63.70001,男性绝育术,,必选
63.71001,输精管结扎术,,必选
63.71002,输精管切断术,,必选
63.72001,精索结扎术,,必选
63.73001,输精管部分切除术,,必选
63.73002,输精管切除术,,必选
63.73003,输精管病损切除术,,必选
63.81001,输精管和附睾裂伤缝合术,,必选
63.82001,输精管吻合术,,必选
63.83001,附睾-输精管吻合术,,必选
63.84001,输精管结扎去除术,,必选
63.85001,输精管瓣膜去除术,,必选
63.91001,精液囊肿抽吸术,,必选
63.92001,附睾切开探查术,,必选
63.93001,精索切开术,,必选
63.99001,经尿道精囊镜输精管梗阻疏通术,,必选
63.99002,经尿道射精管切开术,,必选
64.0 001,包皮环切术,,必选
64.11001,阴茎活检,诊断性操作,必选
64.2 001,包皮瘢痕切除术,,必选
64.2 002,包皮病损切除术,,必选
64.2 003,阴茎瘢痕切除术,,必选
64.2 004,阴茎病损切除术,,必选
64.2 005,阴茎部分切除术,,必选
64.2 006,阴茎皮肤和皮下坏死组织切除清创术,,必选
64.2 007,阴茎皮肤和皮下组织非切除性清创,治疗性操作,必选
64.3 001,阴茎全部切除术,,必选
64.41001,阴茎裂伤缝合术,,必选
64.42001,痛性阴茎勃起松解术,,必选
64.43001,阴茎建造术,,必选
64.44001,阴茎重建术,,必选
64.45001,阴茎截断再接术,,必选
64.45002,阴茎海绵体断裂修补术,,必选
64.49001,阴茎矫直术,,必选
64.49002,阴茎延长术,,必选
64.49003,阴茎增粗术,,必选
64.5 001,变性手术,,必选
64.91001,包皮切开术,,必选
64.91002,阴茎瘢痕松解术,,必选
64.92001,阴茎切开术,,必选
64.93001,阴茎粘连松解术,,必选
64.94001,阴茎外部假体安装术,,必选
64.95001,非可膨胀性阴茎假体置入术,,必选
64.96001,阴茎内部假体去除术,,必选
64.97001,膨胀性阴茎假体置入术,,必选
64.98001,阴茎海绵体分流术,,必选
65.01001,腹腔镜下卵巢切开胚胎清除术,,必选
65.01002,腹腔镜下卵巢切开探查术,,必选
65.01003,腹腔镜下卵巢脓肿切开引流术,,必选
65.01004,腹腔镜下卵巢造口术,,必选
65.09001,卵巢切开胚胎清除术,,必选
65.09003,卵巢切开探查术,,必选
65.09004,卵巢切开血肿清除术,,必选
65.09005,卵巢脓肿切开引流术,,必选
65.09006,卵巢造口术,,必选
65.11001,经皮抽吸卵巢活检,诊断性操作,必选
65.12001,直视下卵巢活检术,,必选
65.13001,腹腔镜下卵巢活检术,,必选
65.21001,卵巢囊肿造袋术,,必选
65.22002,卵巢楔形切除术,,必选
65.23001,腹腔镜下卵巢囊肿造袋术,,必选
65.24001,腹腔镜下卵巢楔形切除术,,必选
65.25002,腹腔镜下卵巢病损切除术,,必选
65.25003,腹腔镜下卵巢病损烧灼术,,必选
65.25004,腹腔镜下卵巢部分切除术,,必选
65.25005,腹腔镜下卵巢囊肿穿刺术,,必选
65.25011,腹腔镜下卵巢电凝术,,必选
65.25016,腹腔镜下卵巢黄体切除术,,必选
65.29001,卵巢病损烧灼术,,必选
65.29002,卵巢病损切除术,,必选
65.29003,卵巢部分切除术,,必选
65.29004,经阴道卵巢病损切除术,,必选
65.29006,卵巢黄体切除术,,必选
65.29007,卵巢黄体血肿清除术,,必选
65.29011,卵巢囊肿穿刺术,,必选
65.29022,经阴道卵巢囊肿穿刺术,治疗性操作,必选
65.31001,腹腔镜下单侧卵巢切除术,,必选
65.39001,单侧卵巢切除术,,必选
65.41001,腹腔镜下单侧输卵管-卵巢切除术,,必选
65.49001,单侧输卵管-卵巢切除术,,必选
65.49002,经阴道单侧输卵管-卵巢切除术,,必选
65.51001,女性去势术,,必选
65.51002,双侧卵巢切除术,,必选
65.52001,残留卵巢切除术,,必选
65.53001,腹腔镜下双侧卵巢切除术,,必选
65.54001,腹腔镜下残留卵巢切除术,,必选
65.61001,经阴道双侧输卵管-卵巢切除术,,必选
65.61002,双侧输卵管-卵巢切除术,,必选
65.62001,残留输卵管-卵巢切除术,,必选
65.63001,腹腔镜下双侧输卵管-卵巢切除术,,必选
65.64001,腹腔镜下残留输卵管-卵巢切除术,,必选
65.71001,卵巢单纯缝合术,,必选
65.73001,输卵管-卵巢成形术,,必选
65.74001,腹腔镜下卵巢单纯缝合术,,必选
65.75001,腹腔镜下卵巢再植入,,必选
65.76001,腹腔镜下输卵管-卵巢成形术,,必选
65.79001,腹腔镜下卵巢修补术,,必选
65.79002,腹腔镜下卵巢悬吊术,,必选
65.79003,卵巢成形术,,必选
65.79005,卵巢固定术,,必选
65.79007,卵巢悬吊术,,必选
65.79008,腹腔镜下卵巢黄体破裂修补术,,必选
65.79009,腹腔镜下卵巢黄体破裂止血术,,必选
65.81001,腹腔镜下输卵管-卵巢粘连松解术,,必选
65.81002,腹腔镜下输卵管粘连松解术,,必选
65.89001,输卵管-卵巢粘连松解术,,必选
65.89002,卵巢粘连松解术,,必选
65.89003,输卵管粘连松解术,,必选
65.91001,腹腔镜下卵巢抽吸术,,必选
65.91002,卵巢抽吸术,,必选
65.92001,卵巢移植术,,必选
65.93001,卵巢囊肿手法破裂术,,必选
65.94001,卵巢去神经术,,必选
65.95001,卵巢扭转松解术,,必选
65.99001,腹腔镜下卵巢打孔术,,必选
65.99003,卵巢打孔术,,必选
65.99005,卵巢卵泡穿刺术,,必选
65.99006,腹腔镜下卵巢穿刺取卵术,,必选
65.99007,性腺切除术,,必选
65.99008,超声引导下卵巢穿刺取卵术,治疗性操作,必选
66.01001,腹腔镜下输卵管妊娠物切开去除术,,必选
66.01002,腹腔镜下输卵管切开术,,必选
66.01003,腹腔镜下输卵管切开引流术,,必选
66.01005,输卵管切开引流术,,必选
66.01006,输卵管切开妊娠物去除术,,必选
66.01008,输卵管切开探查术,,必选
66.02002,腹腔镜下输卵管妊娠物去除伴输卵管造口术,,必选
66.02003,腹腔镜下输卵管造口术,,必选
66.02005,输卵管造口术,,必选
66.02006,输卵管妊娠物去除伴输卵管造口术,,必选
66.11001,输卵管活检术,,必选
66.19001,输卵管镜检查,诊断性操作,必选
66.21002,腹腔镜下双侧输卵管结扎术,,必选
66.22001,腹腔镜下双侧输卵管结扎和切断术,,必选
66.29001,腹腔镜下双侧输卵管电凝术,,必选
66.29002,腹腔镜下双侧输卵管激光绝育术,,必选
66.29003,宫腔镜下输卵管栓塞术,,必选
66.32001,双侧输卵管结扎和切断术,,必选
66.39001,输卵管绝育术,,必选
66.39002,双侧输卵管抽芯包埋术,,必选
66.39004,双侧输卵管结扎术,,必选
66.39005,双侧输卵管套环绝育术,,必选
66.39006,双侧输卵管粘堵术,,必选
66.4 001,单侧输卵管切除术,,必选
66.4 002,腹腔镜下单侧输卵管切除术,,必选
66.51001,腹腔镜下双侧输卵管切除术,,必选
66.51002,双侧输卵管切除术,,必选
66.52001,残留输卵管切除术,,必选
66.61002,腹腔镜下泡状附件电灼术,,必选
66.61003,腹腔镜下泡状附件切除术,,必选
66.61004,腹腔镜下输卵管病损切除术,,必选
66.61006,腹腔镜下输卵管伞端电凝术,,必选
66.61007,腹腔镜下输卵管系膜病损切除术,,必选
66.61008,泡状附件切除术,,必选
66.61009,输卵管病损切除术,,必选
66.61011,输卵管病损烧灼术,,必选
66.61012,输卵管系膜病损切除术,,必选
66.61014,输卵管血肿清除术,,必选
66.62001,输卵管切除伴输卵管妊娠物去除术,,必选
66.62002,腹腔镜下输卵管切除伴输卵管妊娠物去除术,,必选
66.63001,腹腔镜下双侧输卵管部分切除术,,必选
66.63002,双侧输卵管部分切除术,,必选
66.69001,腹腔镜下输卵管部分切除术,,必选
66.69002,输卵管部分切除术,,必选
66.71001,输卵管单纯缝合术,,必选
66.72001,输卵管-卵巢吻合术,,必选
66.73001,腹腔镜下输卵管-输卵管吻合术,,必选
66.73002,输卵管-输卵管吻合术,,必选
66.74001,输卵管-子宫吻合术,,必选
66.79001,腹腔镜下输卵管成形术,,必选
66.79002,输卵管切断再通术,,必选
66.79003,输卵管成形术,,必选
66.79004,输卵管结扎再通术,,必选
66.79006,输卵管移植术,,必选
66.79008,腹腔镜下输卵管导丝复通术,,必选
66.8 001,输卵管注气术,治疗性操作,必选
66.8 002,腹腔镜下输卵管通液术,,必选
66.8 003,宫腔镜下输卵管通液术,,必选
66.8 005,输卵管通液术,治疗性操作,必选
66.8 007,超声引导下输卵管通液术,治疗性操作,必选
66.91001,输卵管抽吸术,治疗性操作,必选
66.91002,输卵管穿刺术,治疗性操作,必选
66.92002,单侧输卵管结扎术,,必选
66.92003,腹腔镜下单侧输卵管破坏术,,必选
66.92004,腹腔镜下单侧输卵管结扎术,,必选
66.93001,输卵管假体置入术,,必选
66.93002,输卵管假体置换术,,必选
66.94001,输卵管假体去除术,,必选
66.95001,腹腔镜下输卵管甲氨蝶呤注射术[MTX注射术],,必选
66.95002,腹腔镜下输卵管注药术,,必选
66.95003,输卵管注药术,治疗性操作,必选
66.95004,输卵管甲氨蝶呤注射术[MTX注射术],治疗性操作,必选
66.96001,输卵管扩张术,,必选
67.0 001,子宫颈管扩张术,,必选
67.0 002,子宫颈粘连松解术,,必选
67.11001,子宫颈内活检,诊断性操作,必选
67.12001,子宫颈活检,诊断性操作,必选
67.2 001,宫腔镜下子宫颈锥形切除术,,必选
67.2 002,子宫颈锥形切除术,,必选
67.31001,子宫颈囊肿造袋术,,必选
67.32003,宫腔镜下子宫颈病损电切术,,必选
67.32007,子宫颈病损烧灼术,,必选
67.32009,子宫颈电凝止血术,,必选
67.32010,子宫颈环形电切术[LEEP手术],,必选
67.32011,子宫颈锥形电切术,,必选
67.33001,子宫颈冷冻锥形切除术,,必选
67.39004,宫腔镜下子宫颈病损切除术,,必选
67.39008,子宫颈病损切除术,,必选
67.39009,子宫颈部分切除术,,必选
67.39011,子宫颈内膜旋切术,,必选
67.39014,腹腔镜下子宫颈病损切除术,,必选
67.4 001,残余子宫颈切除术,,必选
67.4 002,子宫颈广泛性切除术,,必选
67.4 003,子宫颈切除伴阴道缝合术,,必选
67.4 004,宫腔镜下子宫颈切除术,,必选
67.4 005,子宫颈切除术,,必选
67.51001,经腹子宫颈环扎术,,必选
67.51002,腹腔镜下子宫颈环扎术,,必选
67.59001,经阴道子宫颈环扎术,,必选
67.61001,子宫颈裂伤缝合术,,必选
67.62001,子宫颈瘘管修补术,,必选
67.69001,子宫颈陈旧性产科裂伤修补术,,必选
67.69002,子宫颈成形术,,必选
68.0 004,子宫切开探查术,,必选
68.0 005,子宫切开异物取出术,,必选
68.12001,宫腔镜检查,诊断性操作,必选
68.13001,直视下子宫活检术,,必选
68.14001,直视下子宫韧带活检术,,必选
68.15001,腹腔镜下子宫韧带活检术,,必选
68.16001,腹腔镜下子宫活检术,,必选
68.16002,宫腔镜下子宫活检,诊断性操作,必选
68.21001,宫腔镜下子宫内膜粘连松解术,,必选
68.21002,子宫内膜粘连松解术,,必选
68.22001,腹腔镜下子宫隔膜切除术,,必选
68.22003,宫腔镜下子宫隔膜切除术,,必选
68.22004,子宫隔膜切除术,,必选
68.23002,宫腔镜下子宫内膜去除术,,必选
68.23003,子宫内膜去除术,,必选
68.23004,子宫内膜射频消融术,,必选
68.23005,宫腔镜下子宫内膜热球去除术,,必选
68.24001,子宫动脉弹簧圈栓塞术,治疗性操作,必选
68.25001,子宫动脉栓塞术,治疗性操作,必选
68.25002,腹腔镜下子宫动脉栓塞术,,必选
68.29001,残角子宫切除术,,必选
68.29002,腹腔镜辅助经阴道子宫病损切除术,,必选
68.29003,腹腔镜下残角子宫切除术,,必选
68.29004,腹腔镜下子宫病损电凝术,,必选
68.29005,腹腔镜下子宫病损切除术,,必选
68.29008,腹腔镜下子宫病损射频消融术,,必选
68.29010,腹腔镜下子宫楔形切除术,,必选
68.29011,腹腔镜下子宫病损激光切除术,,必选
68.29013,腹腔镜下子宫断蒂止血术,,必选
68.29014,宫腔镜下子宫病损切除术,,必选
68.29015,宫腔镜下子宫病损电切术,,必选
68.29017,宫腔镜下子宫病损射频消融术,,必选
68.29018,宫腔镜下子宫内膜病损切除术,,必选
68.29019,宫腔镜下子宫内膜成形术,,必选
68.29024,经阴道子宫病损切除术,,必选
68.29028,子宫病损烧灼术,,必选
68.29029,子宫病损切除术,,必选
68.29031,子宫病损电凝术,,必选
68.29034,子宫病损射频消融术,,必选
68.29035,子宫角部分切除术,,必选
68.29036,子宫角切除术,,必选
68.29037,子宫角楔形切除术,,必选
68.29038,子宫内膜病损烧灼术,,必选
68.29039,子宫内膜病损切除术,,必选
68.29046,子宫楔形切除术,,必选
68.29048,宫腔镜下子宫电凝止血术,,必选
68.31001,腹腔镜下宫颈上子宫切除术[LSH手术],,必选
68.31002,筋膜内子宫切除术[CISH手术],,必选
68.31003,腹腔镜下子宫次全切除术,,必选
68.31004,腹腔镜辅助子宫颈上子宫切除术[LASH手术],,必选
68.39001,双子宫单个切除术,,必选
68.39002,子宫次全切除术,,必选
68.39003,子宫颈上子宫切除术,,必选
68.41001,腹腔镜下全子宫切除术,,必选
68.41002,腹腔镜下子宫扩大切除术,,必选
68.41003,腹腔镜下筋膜外子宫切除术,,必选
68.49001,子宫扩大切除术,,必选
68.49002,筋膜外全子宫切除术,,必选
68.49003,全子宫切除术,,必选
68.49004,始基子宫切除术,,必选
68.49006,子宫次广泛切除术,,必选
68.51001,腹腔镜辅助经阴道子宫扩大切除术,,必选
68.51002,腹腔镜辅助经阴道筋膜内子宫切除术,,必选
68.51003,腹腔镜辅助经阴道全子宫切除术[LAVH手术],,必选
68.51004,腹腔镜辅助经阴道始基子宫切除术,,必选
68.51005,腹腔镜辅助经阴道子宫次全切除术,,必选
68.59001,经阴道子宫切除术,,必选
68.59002,经阴道子宫次全切除术,,必选
68.61001,腹腔镜下子宫广泛性切除术,,必选
68.61002,腹腔镜下子宫改良广泛性切除术,,必选
68.69001,子宫广泛性切除术,,必选
68.69002,子宫改良广泛性切除术,,必选
68.71001,腹腔镜辅助经阴道子宫广泛性切除术,,必选
68.79003,经阴道子宫广泛性切除术,,必选
68.8 001,女性盆腔廓清术,,必选
69.01001,终止妊娠刮宫术,治疗性操作,必选
69.01002,人工流产钳刮术,治疗性操作,必选
69.02002,分娩后刮宫术,治疗性操作,必选
69.02003,流产后刮宫术,治疗性操作,必选
69.09002,宫腔镜下诊断性刮宫术,诊断性操作,必选
69.09003,诊断性刮宫,诊断性操作,必选
69.19001,腹腔镜下骶韧带部分切除术,,必选
69.19002,腹腔镜下骶韧带切断术,,必选
69.19004,腹腔镜下子宫韧带病损激光烧灼术,,必选
69.19005,腹腔镜下子宫韧带病损切除术,,必选
69.19008,阔韧带病损切除术,,必选
69.19013,圆韧带病损切除术,,必选
69.19016,子宫骶韧带烧灼术,,必选
69.19018,子宫韧带病损切除术,,必选
69.19020,子宫骶韧带切除术,,必选
69.19021,子宫骶韧带切断术,,必选
69.19022,腹腔镜下阔韧带病损切除术,,必选
69.22001,腹腔镜下子宫悬吊术,,必选
69.22002,曼彻斯特手术[Mancherster手术],,必选
69.22003,子宫颈悬吊术,,必选
69.22006,子宫韧带悬吊术,,必选
69.22007,腹腔镜下子宫-骶韧带高位悬吊术,,必选
69.22008,腹腔镜下子宫-骶棘韧带固定术,,必选
69.22009,腹腔镜下子宫-骶前固定术,,必选
69.22010,经阴道子宫-骶棘韧带固定术,,必选
69.22011,经阴道子宫-骶前固定术,,必选
