北京临床版编码v8.0,北京临床版名称v8.0,医保版编码v2.0,医保版名称v2.0,备注
54.19005,腹腔镜下腹腔积血清除术,54.1900x005,腹腔镜下腹腔积血清除术,
54.19006,腹腔镜下男性盆腔脓肿切开引流术,54.1900x006,腹腔镜下男性盆腔脓肿切开引流术,
54.19009,腹腔内出血止血术,54.1907,腹腔出血止血术,
54.19010,腹腔切开引流术,54.1900x010,腹腔脓肿切开引流术,
54.19011,腹腔血肿清除术,54.1900x011,腹腔血肿清除术,
54.19013,膈下脓肿切开引流术,54.1904,膈下脓肿切开引流术,
54.19020,男性盆腔切开引流术,54.1900x020,男性盆腔脓肿切开引流术,
54.19023,男性盆腔血肿清除术,54.1900x023,男性盆腔血肿清除术,
54.19024,网膜切开术,54.1906,网膜切开术,
54.19025,骶前区切开引流术,54.1900x025,骶前区切开引流术,
54.21001,腹腔镜检查,54.2100,腹腔镜检查,
54.21005,经阴道腹腔镜检查,54.2100x005,经阴道腹腔镜检查,
54.22001,腹壁活检术,54.2201,腹壁活组织检查,
54.22002,脐活检术,54.2202,脐活组织检查,
54.22003,腹腔镜下腹壁活检术,54.2200x003,腹腔镜下腹壁活检术,
54.22004,腹壁穿刺活检,54.2200x004,腹壁穿刺活检,
54.23001,直视下肠系膜活检术,54.2303,开放性肠系膜活组织检查,
54.23003,腹膜后活检术,54.2300x003,腹膜后活检术,
54.23004,直视下腹膜活检术,54.2301,开放性腹膜活组织检查,
54.23005,直视下网膜活检术,54.2302,开放性网膜活组织检查,
54.23006,腹腔镜下腹膜活检术,54.2300x005,腹腔镜下腹膜活组织检查,
54.23007,腹腔镜下网膜活检术,54.2300x004,腹腔镜下网膜活组织检查,
54.23008,腹腔镜下肠系膜活检术,54.2300x006,腹腔镜下肠系膜活组织检查,
54.24001,腹内病损穿刺活检,54.2400x001,腹内病损穿刺活检,
54.24002,腹腔病损穿刺活检,54.2400x002,腹腔病损穿刺活检,
54.24003,髂部病损穿刺活检,54.2400x003,髂部病损穿刺活检,
54.24006,盆腔病损穿刺活检,54.2400x006,盆腔病损穿刺活检,
54.24007,经皮腹膜穿刺活检,54.2403,经皮腹膜活组织检查,
54.24008,经皮腹膜后穿刺活检,54.2404,经皮腹膜后活组织检查,
54.25001,腹腔冲洗检查,54.2500x001,腹腔冲洗检查,
54.25002,腹膜灌洗,54.2500,腹膜灌洗,
54.3003,腹壁病损切除术,54.3x01,腹壁病损切除术,
54.3004,腹壁窦道扩创术,54.3x00x004,腹壁窦道扩创术,
54.3010,腹壁伤口扩创术,54.3x00x010,腹壁伤口扩创术,
54.3011,腹壁伤口清创术,54.3x00x011,腹壁伤口清创术,
54.3018,腹股沟病损切除术,54.3x03,腹股沟病损切除术,
54.3024,腹腔镜下腹壁病损切除术,54.3x02,腹腔镜下腹壁病损切除术,
54.3026,盆腔壁病损切除术,54.3x05,盆腔壁病损切除术,
54.3027,脐病损切除术,54.3x00x027,脐病损切除术,
54.3029,脐切除术,54.3x04,脐切除术,
54.4001,肠系膜病损切除术,54.4x06,肠系膜病损切除术,
54.4005,大网膜病损切除术,54.4x00x005,大网膜病损切除术,
54.4006,大网膜部分切除术,54.4x00x006,大网膜部分切除术,
54.4007,大网膜切除术,54.4x00x007,大网膜切除术,
54.4009,骶前病损切除术,54.4x07,骶前病损切除术,
54.4012,骶尾部病损切除术,54.4x00x012,骶尾部病损切除术,
54.4014,腹膜病损切除术,54.4x01,腹膜病损切除术,
54.4015,腹膜后病损切除术,54.4x02,腹膜后病损切除术,
54.4021,腹膜外病损切除术,54.4x00x021,腹膜外病损切除术,
54.4026,腹腔镜下肠系膜病损切除术,54.4x13,腹腔镜下肠系膜病损切除术,
54.4028,腹腔镜下腹膜病损切除术,54.4x11,腹腔镜下腹膜病损切除术,
54.4029,腹腔镜下腹膜后病损切除术,54.4x15,腹腔镜下腹膜后病损切除术,
54.4033,腹腔镜下网膜病损切除术,54.4x12,腹腔镜下网膜病损切除术,
54.4034,腹腔镜下网膜部分切除术,54.4x14,腹腔镜下网膜部分切除术,
54.4036,盆腔腹膜切除术,54.4x08,盆腔腹膜切除术,
54.4042,髂窝病损切除术,54.4x00x042,髂窝病损切除术,
54.4043,网膜病损切除术,54.4x05,网膜病损切除术,
54.4044,网膜部分切除术,54.4x03,网膜部分切除术,
54.4045,网膜切除术,54.4x04,网膜切除术,
54.4047,腰骶病损切除术,54.4x00x047,腰骶病损切除术,
54.4048,腹腔病损氩氦刀靶向冷冻治疗术,54.4x00x048,腹腔病损氩氦刀靶向冷冻治疗术,
54.4050,腹腔镜下直肠全系膜切除术[TME],54.4x00x050,腹腔镜下直肠全系膜切除术[TME],
54.4051,腹腔镜下大网膜部分切除术,54.4x00x052,腹腔镜下大网膜部分切除术,
54.4052,腹腔镜下网膜切除术,54.4x16,腹腔镜下网膜切除术,
54.4053,腹腔镜下盆腔腹膜病损切除术,54.4x10,腹腔镜下盆腔腹膜病损切除术,
54.4054,经阴道腹膜后病损切除术,54.4x09,经阴道腹膜后病损切除术,
54.4055,直肠全系膜切除术,54.4x00x051,直肠全系膜切除术,
54.4056,经肛全直肠系膜切除术(TaTME),54.4x00x054,经肛全直肠系膜切除术（TaTME）,
54.4057,腹腔镜下经肛全直肠系膜切除术(L-TaTME),54.4x00x053,腹腔镜下经肛全直肠系膜切除术（L-TaTME）,
54.51001,腹腔镜下肠粘连松解术,54.5101,腹腔镜下肠粘连松解术,
54.51004,腹腔镜下腹膜粘连松解术,54.5100,腹腔镜下腹膜粘连松解术,
54.51005,腹腔镜下腹腔粘连松解术,54.5100x005,腹腔镜下腹腔粘连松解术,
54.51006,腹腔镜下盆腔腹膜粘连松解术,54.5103,腹腔镜下盆腔腹膜粘连松解术,
54.51009,腹腔镜下盆腔粘连松解术,54.5100x009,腹腔镜下盆腔粘连松解术,
54.51010,腹腔镜下网膜粘连松解术,54.5102,腹腔镜下网膜粘连松解术,
54.59002,肠粘连松解术,54.5903,肠粘连松解术,
54.59004,腹膜粘连松解术,54.5902,腹膜粘连松解术,
54.59005,腹腔粘连松解术,54.5901,腹腔粘连松解术,
54.59007,盆腔腹膜粘连松解术,54.5900x007,盆腔腹膜粘连松解术,
54.59009,盆腔粘连松解术,54.5904,盆腔粘连松解术,
54.59010,网膜粘连松解术,54.5905,网膜粘连松解术,
54.61001,腹壁切口裂开缝合术,54.6101,腹壁切口裂开缝合术,
54.62001,腹部伤口延迟闭合术,54.6200,肉芽性腹部伤口的延迟性闭合术,
54.63001,腹壁裂伤缝合术,54.6301,腹壁裂伤缝合术,
54.64001,腹膜缝合术,54.6400,腹膜缝合术,
54.64002,网膜裂伤缝合术,54.6401,网膜裂伤缝合术,
54.64003,腹腔镜下腹膜缝合术,54.6400x001,腹腔镜下腹膜缝合术,
54.71001,腹裂修补术,54.7100,腹裂（畸形）修补术,
54.72001,腹壁补片修补术,54.7200x001,腹壁补片修补术,
54.73001,腹膜组织修补术,54.7300x001,腹膜组织修补术,
54.73002,腹膜后组织修补术,54.7301,腹膜后组织修补术,
54.73003,胃结肠韧带缝合术,54.7302,胃结肠韧带缝合术,
54.74001,大网膜包肝术,54.7400x001,大网膜包肝术,
54.74002,大网膜包肾术,54.7400x002,大网膜包肾术,
54.74003,大网膜还纳术,54.7400x003,大网膜还纳术,
54.74004,大网膜内移植术,54.7400x004,大网膜内移植术,
54.74005,大网膜修补术,54.7400x005,大网膜修补术,
54.74006,生物大网膜移植术,54.7400x006,生物大网膜移植术,
54.74008,网膜扭转复位术,54.7404,网膜扭转复位术,
54.75001,肠系膜固定术,54.7501,肠系膜固定术,
54.75002,肠系膜修补术,54.7500x002,肠系膜修补术,
54.75003,肠系膜折叠术,54.7502,肠系膜折叠术,
54.91001,腹腔穿刺术,54.9105,腹腔穿刺术,
54.91002,经腹盆腔穿刺引流术,54.9100x002,经腹盆腔穿刺引流术,
54.91003,经皮腹膜后穿刺引流术,54.9104,腹膜后穿刺引流术,
54.91005,经皮腹腔穿刺引流术,54.9101,腹腔穿刺引流术,
54.91009,超声引导下盆腔穿刺术,54.9100x009,超声引导下盆腔穿刺术,
54.91010,髂窝穿刺引流术,54.9103,髂窝穿刺引流术,
54.92003,腹腔异物去除术,54.9201,腹腔切开异物取出术,
54.92004,腹腔镜下腹腔异物取出术,54.9202,腹腔镜下腹腔异物取出术,
54.93001,腹壁造口术,54.9300x001,腹壁造口术,
54.93002,腹膜透析置管术,54.9300x011,腹膜透析管置入术,
54.93003,腹膜透析导丝法置管术,54.9300x003,腹膜透析导丝法置管术,
54.93004,腹膜透析腹腔法置管术,54.9300x004,腹膜透析腹腔法置管术,
54.93005,腹膜透析腹腔镜法置管术,54.9300x005,腹膜透析腹腔镜法置管术,
54.93006,腹膜透析手工法置管术,54.9300x006,腹膜透析手工法置管术,
54.93007,腹膜透析置管导丝法复位术,54.9300x007,腹膜透析置管导丝法复位术,
54.93008,腹膜透析置管腹腔法复位术,54.9300x008,腹膜透析置管腹腔法复位术,
54.93009,腹膜透析置管腹腔镜法复位术,54.9300x009,腹膜透析置管腹腔镜法复位术,
54.93010,腹膜透析置管手工法复位术,54.9300x010,腹膜透析置管手工法复位术,
54.93011,腹膜透析管调整,54.9300x012,腹膜透析管调整,
54.94001,腹腔-颈静脉分流术,54.9401,腹腔颈静脉分流术,
54.94002,腹腔-静脉转流泵管置入术,54.9400x002,腹腔-静脉转流泵管置入术,
54.94003,腹腔静脉分流术,54.9402,腹腔静脉分流术,
54.94004,腹腔-锁骨下静脉分流术,54.9400x004,腹腔-锁骨下静脉分流术,
54.95001,拉德手术[Ladd手术],54.9501,拉德手术,
54.95002,腹膜切开术,54.9500,腹膜切开术,
54.95004,脑室-腹腔分流管腹腔端修正术,54.9500x004,脑室-腹腔引流管腹腔端修正术,
54.95005,腹腔镜下拉德手术(Ladd's),54.9500x005,腹腔镜下拉德手术（Ladd's）,
54.96001,腹膜腔注气,54.9600,空气注入腹膜腔,
54.97001,腹腔局部注射,54.9702,腹腔穿刺药物注射,
54.97002,腹腔镜下腹腔局部注射,54.9703,腹腔镜下腹腔局部注射,
54.98001,腹膜透析,54.9800,腹膜透析,
54.98005,全自动腹膜透析仪腹膜透析,54.9800x005,全自动腹膜透析仪腹膜透析,
54.98006,人工操作法腹膜透析,54.9800x006,人工操作法腹膜透析,
54.98007,人工腹膜透析,54.9800x007,人工腹膜透析,
54.98008,自动化腹膜透析,54.9800x008,自动化腹膜透析,
54.99009,腹腔镜下腹腔病损切除术,54.9904,腹腔镜下腹腔病损切除术,
54.99010,腹腔镜下盆腔病损切除术,54.9900x010,腹腔镜下盆腔病损切除术,
54.99011,腹腔镜下盆腔内膜病损电凝术,54.9900x011,腹腔镜下盆腔内膜病损电凝术,
54.99017,盆腔补片术,54.9900x017,盆腔补片术,
54.99018,盆腔病损切除术,54.4x00x035,盆腔病损切除术,
54.99019,盆腔病损冷冻治疗术,54.4x00x039,盆腔病损冷冻治疗术,
54.99020,腹腔病损切除术,54.9902,腹腔病损切除术,
55.01001,腹腔镜下肾囊肿去顶术,55.0106,腹腔镜下肾囊肿去顶术,
55.01002,腹腔镜下肾探查术,55.0109,腹腔镜下肾探查术,
55.01003,肾切开取石术,55.0102,肾切开取石术,
55.01004,肾切开探查术,55.0101,肾探查术,
55.01007,移植肾探查术,55.0108,移植肾探查术,
55.01009,肾囊肿去顶术,55.0105,肾囊肿去顶术,
55.01010,肾被膜下血肿清除术,55.0100x010,肾被膜下血肿清除术,
55.01011,腹腔镜下肾实质切开取石术,55.0111,腹腔镜下肾切开取石术,
55.01012,腹腔镜下肾切开引流术,55.0110,腹腔镜下肾切开引流术,
55.01013,肾切开引流术,55.0104,肾切开引流术,
55.01014,肾切开异物取出术,55.0103,肾切开异物取出术,
55.02001,肾造口术,55.0200,肾造口术,
55.02002,腹腔镜下肾造口术,55.0201,腹腔镜下肾造口术,
55.03001,经皮肾镜取石术,55.0302,经皮肾镜取石术,
55.03002,"经皮肾镜取石术,II期(再次住院)",55.0300x002,经皮肾镜取石术(II期)(再次住院),
55.03003,"经皮肾镜取石术,I期",55.0300x003,经皮肾镜取石术(I期),
55.03004,经皮肾盂造口取石术,55.0301,经皮肾盂造口取石术,
55.03005,经皮肾造口术,55.0300x005,经皮肾造口术,
55.03006,经皮肾镜异物取出术,55.0300x006,经皮肾镜异物取出术,
55.03007,"经皮肾镜取石术,II期(同次住院)",55.0300x007,经皮肾镜取石术(II期)(同次住院),
55.03008,经皮肾镜肾盏扩张术,55.0303,经皮肾镜肾盏扩张术,
55.04001,经皮肾镜超声碎石取石术,55.0403,经皮肾镜超声碎石术,
55.04003,经皮肾镜激光碎石取石术,55.0404,经皮肾镜激光碎石术,
55.04004,经皮肾镜气压弹道碎石取石术,55.0401,经皮肾镜气压弹道碎石术,
55.04005,"经皮肾镜超声碎石取石术,II期(再次住院)",55.0400x005,经皮肾镜超声碎石取石术(II期)(再次住院),
55.04006,"经皮肾镜激光碎石取石术,II期(再次住院)",55.0400x006,经皮肾镜激光碎石取石术(II期)(再次住院),
55.04007,"经皮肾镜气压弹道碎石取石术,II期(再次住院)",55.0400x007,经皮肾镜气压弹道碎石取石术(II期)(再次住院),
55.04008,"经皮肾镜超声碎石取石术,II期(同次住院)",55.0400x008,经皮肾镜超声碎石取石术(II期)(同次住院),
55.04009,"经皮肾镜激光碎石取石术,II期同次住院)",55.0400x009,经皮肾镜激光碎石取石术(II期)(同次住院),
55.04010,"经皮肾镜气压弹道碎石取石术,II期(同次住院)",55.0400x010,经皮肾镜气压弹道碎石取石术(II期)(同次住院),
55.11001,肾盂切开探查术,55.1100x001,肾盂切开探查术,
55.11004,肾盂造口取石术,55.1103,肾盂造口结石切除术,
55.11005,肾盂切开取石术,55.1101,肾盂切开取石术,
55.11006,腹腔镜下肾盂切开取石术,55.1109,腹腔镜下肾盂切开取石术,
55.11007,输尿管镜下肾盂旁囊肿切开引流术,55.1100x002,输尿管镜下肾盂旁囊肿切开引流术,
55.11008,肾盂切开引流术,55.1102,肾盂切开引流术,
55.11009,腹腔镜下肾盂旁囊肿去顶术,55.1108,腹腔镜下肾盂旁囊肿去顶术,
55.12001,肾盂内T管引流术,55.1200x001,肾盂内T管引流术,
55.12002,肾盂造口术,55.1200,肾盂造口术,
55.21001,经皮肾镜检查,55.2101,经皮肾镜检查术,
55.22001,肾盂镜检查,55.2200,肾盂镜检查,
55.23001,超声引导下肾穿刺活检,55.2300x001,超声引导下肾穿刺活检,
55.23002,经皮肾穿刺活检,55.2301,肾穿刺活组织检查,
55.23003,经尿道输尿管镜肾活检,55.2300x003,经尿道输尿管镜肾活检,
55.23004,经皮肾镜肾盂活检术,55.2302,内镜下肾盂活组织检查,
55.24001,直视下肾活检术,55.2400,开放性肾活组织检查,
55.31001,肾病损造袋术,55.3100,肾病损袋形缝合术[造袋术],
55.32001,肾病损射频消融术,55.3200x001,肾病损射频消融术,
55.33001,超声引导下肾病损射频消融术,55.3301,超声引导下肾病损射频消融术,
55.33002,经皮肾镜肾病损消融术,55.3302,经皮肾镜肾病损消融术,
55.34001,腹腔镜下肾病损射频消融术,55.3400x001,腹腔镜下肾病损射频消融术,
55.35001,输尿管镜下肾病损消融术,55.3501,输尿管镜下肾病损消融术,
55.39001,副肾切除术,55.3900x001,副肾切除术,
55.39002,腹腔镜下肾病损切除术,55.3900x004,腹腔镜下肾病损切除术,
55.39003,肾病损切除术,55.3900x003,肾病损切除术,
55.39005,经皮肾镜肾盂病损电切术,55.3903,经皮肾镜肾盂病损电切术,
55.39006,经尿道输尿管镜肾病损激光切除术,55.3902,经尿道输尿管镜肾病损激光切除术,
55.39007,经皮肾病损冷冻治疗术,55.3901,经皮肾病损冷冻治疗术,
55.4001,腹腔镜下肾部分切除术,55.4x03,腹腔镜下肾部分切除术,
55.4002,肾部分切除术,55.4x00,部分肾切除术,
55.4003,肾楔形切除术,55.4x01,肾楔形切除术,
55.4004,肾盂部分切除术,55.4x02,肾盂部分切除术,
55.4005,肾盂切除术,55.4x04,肾盂切除术,
55.4006,肾盏切除术,55.4x05,肾盏切除术,
55.51003,腹腔镜下单侧肾切除术,55.5103,腹腔镜下单侧肾切除术,
55.51004,腹腔镜下肾-输尿管切除术,55.5104,腹腔镜下单侧肾输尿管切除术,
55.51006,单侧肾切除术,55.5101,单侧肾切除术,
55.51007,肾-输尿管切除术,55.5100,肾输尿管切除术,
55.51008,腹腔镜膀胱镜下单侧肾-输尿管切除术,55.5106,腹腔镜膀胱镜下肾输尿管切除术,
55.52001,残余肾切除术,55.5200,残留肾切除术,
55.52002,孤立肾切除术,55.5201,孤立肾切除术,
55.53001,移植肾切除术,55.5300x001,移植肾切除术,
55.54001,双侧肾切除术,55.5400,双侧肾切除术,
55.54002,腹腔镜下双侧肾切除术,55.5401,腹腔镜下双侧肾切除术,
55.61002,肾自体移植术,55.6100,肾自体移植术,
55.69001,肾同种异体移植术,55.6901,肾异体移植术,
55.7001,腹腔镜下肾固定术,55.7x01,腹腔镜下肾固定术,
55.7002,肾固定术,55.7x00,肾固定术,
55.81001,肾破裂修补术,55.8101,肾裂伤修补术,
55.81002,移植肾破裂修补术,55.8102,移植肾破裂修补术,
55.82001,肾盂造口闭合术,55.8201,肾盂造口闭合术,
55.82002,肾造口闭合术,55.8202,肾造口闭合术,
55.83001,肾瘘修补术,55.8301,肾瘘修补术,
55.84001,肾带蒂扭转复位术,55.8400,肾带蒂扭转的复位术,
55.85001,马蹄形肾联合部切开术,55.8500,马蹄形肾联合部切开术,
55.85002,腹腔镜下马蹄肾峡部分离术,55.8501,腹腔镜马蹄肾峡部分离术,
55.86001,肾盂-输尿管-膀胱吻合术,55.8605,肾盂输尿管膀胱吻合术,
55.86002,肾盂-输尿管吻合术,55.8602,肾盂输尿管吻合术,
55.86003,肾盏-输尿管吻合术,55.8603,肾盏输尿管吻合术,
55.86004,移植肾-输尿管-膀胱吻合术,55.8601,移植肾输尿管膀胱吻合术,
55.86005,腹腔镜下肾盂-输尿管吻合术,55.8606,腹腔镜下肾盂输尿管吻合术,
55.86006,腹腔镜下肾盏-输尿管吻合术,55.8600x006,腹腔镜下肾盏-输尿管吻合术,
55.86007,移植肾肾盂-输尿管吻合术,55.8604,移植肾肾盂输尿管吻合术,
55.87001,腹腔镜下肾盂成形术,55.8704,腹腔镜下肾盂成形术,
55.87002,腹腔镜下肾盂-输尿管成形术,55.8703,腹腔镜下肾盂输尿管成形术,
55.87003,肾盂成形术,55.8701,肾盂成形术,
55.87004,肾盂-输尿管成形术,55.8702,肾盂输尿管成形术,
55.89001,肾修补术,55.8901,肾修补术,
55.89002,供体肾修整术,55.8900x002,供体肾修整术,
