北京临床版编码v7.0,北京临床版名称v7.0,国家临床版编码2.0,附加代码,国家临床版名称2.0,
I36.804,三尖瓣腱索断裂,I36.800x004,,三尖瓣腱索断裂,I36.800x004
I36.805,三尖瓣钙化,I36.800,,非风湿性三尖瓣疾患，其他的,I36.800
I37.001,肺动脉瓣狭窄,I37.000,,肺动脉瓣狭窄,I37.000
I37.101,肺动脉瓣关闭不全,I37.100,,肺动脉瓣关闭不全,I37.100
I37.201,肺动脉瓣狭窄关闭不全,I37.200,,肺动脉瓣狭窄伴有关闭不全,I37.200
I38xx01,心脏瓣膜病,I38.x01,,心脏瓣膜病,I38.x01
I38xx02,老年性心脏瓣膜病,I38.x00x002,,老年性心脏瓣膜病,I38.x00x002
I38xx03,心脏瓣膜穿孔,I38.x02,,心脏瓣膜穿孔,I38.x02
I38xx04,心瓣膜钙化,I38.x00x013,,心瓣膜钙化,I38.x00x013
I38xx05,心瓣膜破裂,I38.x00x005,,心瓣膜破裂,I38.x00x005
I38xx06,心内膜炎,I38.x00x006,,心内膜炎,I38.x00x006
I38xx07,慢性心脏瓣膜炎,I38.x00x007,,慢性心脏瓣膜炎,I38.x00x007
I40.001,病毒性心肌炎,I40.001,,病毒性心肌炎,I40.001
I40.002,感染性心肌炎,I40.000,,感染性心肌炎,I40.000
I40.003,细菌性心肌炎,I40.000x003,,细菌性心肌炎,I40.000x003
I40.004,心肌脓肿,I40.000x004,,心肌脓肿,I40.000x004
I40.005,暴发性心肌炎,I40.000x005,,暴发性心肌炎,I40.000x005
I40.006,原虫性心肌炎,I40.000x006,,原虫性心肌炎,I40.000x006
I40.007,真菌性心肌炎,I40.000x007,,真菌性心肌炎,I40.000x007
I40.101,孤立性心肌炎,I40.100,,孤立性心肌炎,I40.100
I40.801,中毒性心肌炎,I40.800x001,,中毒性心肌炎,I40.800x001
I40.802,药物性心肌炎,I40.800x002,,药物性心肌炎,I40.800x002
I40.803,过敏性心肌炎,I40.800x003,,过敏性心肌炎,I40.800x003
I40.901,急性心肌炎,I40.900,,急性心肌炎,I40.900
I42.001,家族性扩张性心肌病,I42.000x001,,家族性扩张性心肌病,I42.000x001
I42.002,扩张性心肌病,I42.000x011,,扩张性心肌病[充血性心肌病],I42.000x011
I42.101,肥厚型梗阻性心肌病,I42.101,,肥厚型梗阻性心肌病,I42.101
I42.102,肥厚性主动脉瓣下狭窄,I42.100x002,,肥厚性主动脉瓣下狭窄,I42.100x002
I42.201,肥厚型非梗阻性心肌病,I42.200x001,,肥厚性非梗阻性心肌病,I42.200x001
I42.202,肥厚型心肌病,I42.200x002,,肥厚性心肌病,I42.200x002
I42.203,心尖肥厚型心肌病,I42.201,,心尖肥厚型心肌病,I42.201
I42.301,心内膜心肌纤维化,I42.301,,心内膜心肌纤维化,I42.301
I42.302,心内膜心肌(嗜酸性)病,I42.300,,心内膜心肌(嗜酸性)病,I42.300
I42.401,心内膜弹力纤维增生症,I42.400,,心内膜弹力纤维增生症,I42.400
I42.402,先天性心肌病,I42.401,,先天性心肌病,I42.401
I42.501,限制型心肌病,I42.500x001,,限制性心肌病,I42.500x001
I42.502,缩窄型心肌病,I42.501,,缩窄性心肌病,I42.501
I42.601,酒精性心肌病,I42.600,,酒精性心肌病,I42.600
I42.701,药物性相关性心肌病,I42.701,,药物性心肌病,I42.701
I42.801,心肌囊肿,I42.800x001,,心肌囊肿,I42.800x001
I42.802,致心律失常性右室心肌病,I42.800x002,,致心律失常性右室心肌病,I42.800x002
I42.803,心动过速性心肌病,I42.802,,心动过速性心肌病,I42.802
I42.804,心肌炎后心肌病,I42.800x004,,心肌炎后心肌病,I42.800x004
I42.805,右心心肌病,I42.800x005,,右心心肌病,I42.800x005
I42.806,致心律失常性左室心肌病,I42.800x006,,致心律失常性左室心肌病,I42.800x006
I42.807,应激性心肌病[心尖球形综合征],I42.800x007,,应激性心肌病[心尖球形综合征],I42.800x007
I42.902,继发性心肌病,I42.901,,继发性心肌病,I42.901
I42.903,特发性心肌病,I42.900x003,,特发性心肌病,I42.900x003
I42.905,心肌病,I42.900,,心肌病,I42.900
I42.906,未定型心肌病,I42.900x006,,未定型心肌病,I42.900x006
I42.907,特异性心肌病,I42.904,,特异性心肌病,I42.904
I44.001,一度房室阻滞,I44.000,,Ⅰ度房室传导阻滞,I44.000
I44.101,二度房室传导阻滞,I44.100,,Ⅱ度房室传导阻滞,I44.100
I44.102,二度I型房室传导阻滞,I44.101,,Ⅱ度一型房室传导阻滞,I44.101
I44.103,二度II型房室传导阻滞,I44.102,,Ⅱ度二型房室传导阻滞,I44.102
I44.104,文氏阻滞,I44.100x001,,文氏阻滞,I44.100x001
I44.105,莫氏阻滞I型,I44.100x002,,莫氏阻滞I型,I44.100x002
I44.106,莫氏阻滞II型,I44.100x003,,莫氏阻滞II型,I44.100x003
I44.201,三度房室传导阻滞,I44.200,,Ⅲ度房室传导阻滞,I44.200
I44.202,高度房室传导阻滞,I44.201,,高度房室传导阻滞,I44.201
I44.302,房室传导阻滞,I44.303,,房室传导阻滞,I44.303
I44.303,特发性房室束支退化症[lenegre病],I44.300x003,,特发性房室束支退化症[lengre病],I44.300x003
I44.401,左前分支传导阻滞,I44.400,,左前分支传导阻滞,I44.400
I44.501,左后分支传导阻滞,I44.500,,左后分支传导阻滞,I44.500
I44.601,完全性左束支传导阻滞,I44.602,,完全性左束支传导阻滞,I44.602
I44.602,不完全性左束支传导阻滞,I44.601,,不完全性左束支传导阻滞,I44.601
I44.701,左束支传导阻滞,I44.700,,左束支传导阻滞,I44.700
I45.101,不完全性右束支传导阻滞,I45.101,,不完全性右束支传导阻滞,I45.101
I45.102,完全性右束支传导阻滞,I45.102,,完全性右束支传导阻滞,I45.102
I45.103,右束支传导阻滞,I45.103,,右束支传导阻滞,I45.103
I45.201,双束支传导阻滞,I45.200x001,,双束支传导阻滞,I45.200x001
I45.301,三分支传导阻滞,I45.300,,三分支传导阻滞,I45.300
I45.401,室内传导阻滞,I45.400,,非特异性室内传导阻滞,I45.400
I45.402,束支传导阻滞,I45.401,,束支传导阻滞,I45.401
I45.501,窦房传导阻滞,I45.501,,窦房传导阻滞,I45.501
I45.502,窦房结功能低下,I45.500x002,,窦房结功能低下,I45.500x002
I45.503,窦性停搏,I45.502,,窦性停搏,I45.502
I45.504,房内传导阻滞,I45.500x004,,房内传导阻滞,I45.500x004
I45.505,中隔束支传导阻滞,I45.500x005,,中隔束支传导阻滞,I45.500x005
I45.601,劳恩-加农-莱文综合征,I45.601,,劳恩-加农-莱文综合征,I45.601
I45.602,预激综合征[沃-帕-怀综合征],I45.600x002,,预激综合征[沃-帕-怀综合征],I45.600x002
I45.603,间歇性预激综合征,I45.600x003,,间歇性预激综合征,I45.600x003
I45.604,A型预激综合征,I45.600x004,,A型预激综合征,I45.600x004
I45.605,B型预激综合征,I45.600x005,,B型预激综合征,I45.600x005
I45.606,房室结内双径,I45.600x006,,房室结内双径,I45.600x006
I45.607,心室预激,I45.600x007,,心室预激,I45.600x007
I45.802,干扰性房室分离,I45.800x002,,干扰性房室分离,I45.800x002
I45.803,长QT综合征,I45.803,,长QT综合征,I45.803
I45.804,R-R长间歇,I45.800x004,,R-R长间歇,I45.800x004
I45.805,房室结三径路,I45.800x005,,房室结三径路,I45.800x005
I45.806,短QT综合征,I45.801,,短QT综合征,I45.801
I45.902,家族性传导系统障碍,I45.900x002,,家族性传导系统障碍,I45.900x002
I45.903,心脏传导系统退行性变,I45.900x003,,心脏传导系统退行性变,I45.900x003
I45.904,阿-斯综合征[Stokes-Adams综合征],I45.900x011,,阿-斯综合征[Stokes-Adams综合征],I45.900x011
I46.001,心脏停搏复苏成功,I46.000,,心脏停搏复苏成功,I46.000
I46.101,心源性猝死,I46.100x001,,心源性猝死,I46.100x001
I46.901,心脏停搏,I46.900,,心脏停搏,I46.900
I46.902,呼吸心跳骤停,I46.901,,呼吸心跳骤停,I46.901
I47.001,室性折返性心律失常,I47.000,,折返性室性心律失常,I47.000
I47.101,窦房折返性心动过速,I47.100x001,,窦房折返性心动过速,I47.100x001
I47.103,房内折返性心动过速,I47.110,,房内折返性心动过速,I47.110
I47.104,房室结折返性心动过速,I47.100x004,,房室结折返性心动过速,I47.100x004
I47.105,房室折返性心动过速,I47.100x005,,房室折返性心动过速,I47.100x005
I47.106,房性心动过速,I47.101,,房性心动过速,I47.101
I47.107,结性心动过速[交界性心动过速],I47.100x021,,结性心动过速[交界性心动过速],I47.100x021
I47.108,室上性心动过速,I47.100,,室上性心动过速,I47.100
I47.109,阵发性房室折返性心动过速,I47.104,,阵发性房室折返性心动过速,I47.104
I47.110,阵发性房性心动过速,I47.108,,阵发性房性心动过速,I47.108
I47.111,阵发性交界性心动过速,I47.103,,阵发性交界性心动过速,I47.103
I47.112,阵发性室上性心动过速,I47.102,,阵发性室上性心动过速,I47.102
I47.113,自律性增高性房性心动过速,I47.100x013,,自律性增高性房性心动过速,I47.100x013
I47.114,窄QRS心动过速,I47.100x014,,窄QRS心动过速,I47.100x014
I47.201,尖端扭转型室性心动过速,I47.200x001,,尖端扭转型室性心动过速,I47.200x001
I47.202,室性心动过速,I47.200,,室性心动过速,I47.200
I47.203,右室室性心动过速,I47.200x003,,右室室性心动过速,I47.200x003
I47.204,阵发性室性心动过速,I47.201,,阵发性室性心动过速,I47.201
I47.205,左室室性心动过速,I47.200x005,,左室室性心动过速,I47.200x005
I47.206,宽QRS心动过速,I47.200x006,,宽QRS心动过速,I47.200x006
I47.207,非持续性室性心动过速,I47.200x007,,非持续性室性心动过速,I47.200x007
I47.208,束支折返性室性心动过速,I47.200x008,,束支折返性室性心动过速,I47.200x008
I47.209,儿茶酚胺敏感性室性心动过速,I47.200x009,,儿茶酚胺敏感性室性心动过速,I47.200x009
I47.210,多形性室性心动过速,I47.200x010,,多形性室性心动过速,I47.200x010
I47.211,单形性室性心动过速,I47.200x011,,单形性室性心动过速,I47.200x011
I47.212,持续性室性心动过速,I47.203,,持续性室性心动过速,I47.203
I47.213,双向性室性心动过速,I47.200x013,,双向性室性心动过速,I47.200x013
I47.214,心律失常电风暴,I47.200x014,,心律失常电风暴,I47.200x014
I47.901,阵发性心动过速,I47.900,,阵发性心动过速,I47.900
I48xx01,不纯性心房扑动,I48.x06,,不纯性心房扑动,I48.x06
I48xx02,特发性心房颤动,I48.x05,,特发性心房颤动,I48.x05
I48xx03,心房扑动,I48.x03,,心房扑动,I48.x03
I48xx04,心房颤动[心房纤颤],I48.x00x022,,心房颤动[心房纤颤],I48.x00x022
I48xx05,阵发性心房扑动,I48.x04,,阵发性心房扑动,I48.x04
I48xx06,阵发性心房颤动,I48.x02,,阵发性心房颤动,I48.x02
I48xx07,持续性心房颤动,I48.x00x007,,持续性心房颤动,I48.x00x007
I48xx08,慢性心房颤动,I48.x00x008,,慢性心房颤动,I48.x00x008
I48xx09,初发心房颤动,I48.x00x009,,初发心房颤动,I48.x00x009
I48xx10,持续性心房扑动,I48.x00x010,,持续性心房扑动,I48.x00x010
I48xx11,长期持续性心房颤动,I48.x00x011,,长期持续性心房颤动,I48.x00x011
I48xx12,急性心房颤动,I48.x00x012,,急性心房颤动,I48.x00x012
I48xx13,永久性心房颤动,I48.x00x013,,永久性心房颤动,I48.x00x013
I48xx14,长程持续性心房颤动,I48.x00x014,,长程持续性心房颤动,I48.x00x014
I48xx15,新诊断心房颤动,I48.x00x015,,新诊断心房颤动,I48.x00x015
I49.001,心室扑动,I49.002,,心室扑动,I49.002
I49.002,心室颤动,I49.001,,心室颤动,I49.001
I49.003,心室颤动伴扑动,I49.000,,心室颤动和扑动,I49.000
I49.101,房性期前收缩[房性早搏],I49.100x001,,房性期前收缩[房性早搏],I49.100x001
I49.102,频发性房性期前收缩,I49.100x002,,频发性房性期前收缩,I49.100x002
I49.201,结性期前收缩[交界性过早搏动],I49.200x001,,结性期前收缩[交界性过早搏动],I49.200x001
I49.301,频发性室性期前收缩,I49.300x001,,频发性室性期前收缩,I49.300x001
I49.302,室性期前收缩,I49.300x002,,室性期前收缩,I49.300x002
I49.303,室性自搏,I49.302,,室性自搏,I49.302
I49.304,阵发性室性期前收缩,I49.300x004,,阵发性室性期前收缩,I49.300x004
I49.305,加速性室性自主心律,I49.300x005,,加速性室性自主心律,I49.300x005
I49.401,期前收缩,I49.400x001,,期前收缩,I49.400x001
I49.402,偶发房室性期前收缩,I49.400x002,,偶发房室性期前收缩,I49.400x002
I49.403,频发性期前收缩,I49.400x003,,频发性期前收缩,I49.400x003
I49.501,病态窦房结综合征,I49.500,,病态窦房结综合征,I49.500
I49.502,快慢综合征,I49.501,,快慢综合征,I49.501
I49.503,慢快综合征,I49.500x002,,慢快综合征,I49.500x002
I49.801,室性并行心律,I49.800x001,,室性并行心律,I49.800x001
I49.802,窦房结-房室结游走节律,I49.800x002,,窦房结-房室结游走节律,I49.800x002
I49.803,窦房结游走性心律,I49.800x003,,窦房结游走性心律,I49.800x003
I49.804,窦性心律失常,I49.801,,窦性心律失常,I49.801
I49.805,反复心律(逆节律),I49.800x005,,反复心律(逆节律),I49.800x005
I49.806,房性心律,I49.800x006,,房性心律,I49.800x006
I49.807,结性心律,I49.800x007,,结性心律,I49.800x007
I49.808,结性逸搏,I49.800x007,,结性心律,I49.800x007
I49.809,多种心律失常,I49.800x022,,特指多种心律失常,I49.800x022
I49.810,紊乱性房性心律,I49.800x010,,紊乱性房性心律,I49.800x010
I49.812,室性心律失常,I49.802,,室性心律失常,I49.802
I49.814,布鲁咯哒综合征[Brugada综合征],I49.800x014,,布鲁咯哒综合征[Brugada综合征],I49.800x014
I49.815,房性逸搏,I49.800x015,,房性逸搏,I49.800x015
I49.816,室性逸搏,I49.800x016,,室性逸搏,I49.800x016
I49.904,心律失常,I49.900,,心律失常,I49.900
I50.001,充血性心力衰竭,I50.000,,充血性心力衰竭,I50.000
I50.003,全心衰竭,I50.002,,全心衰竭,I50.002
I50.004,右心衰竭,I50.001,,右心衰竭,I50.001
I50.005,右心室衰竭(继发于左心衰竭),I50.000x005,,右心室衰竭(继发于左心衰竭),I50.000x005
I50.006,急性右心衰竭,I50.000x006,,急性右心衰竭,I50.000x006
I50.102,急性左心衰竭,I50.101,,急性左心衰竭,I50.101
I50.103,慢性左心功能不全,I50.105,,慢性左心功能不全,I50.105
I50.104,心源性哮喘,I50.104,,心源性哮喘,I50.104
I50.106,左心衰竭,I50.100x006,,左心衰竭,I50.100x006
I50.107,左心衰竭合并急性肺水肿,I50.103,,左心衰竭合并急性肺水肿,I50.103
I50.901,低心排综合征,I50.900x001,,低心排综合征,I50.900x001
I50.902,心功能不全,I50.900x002,,心功能不全,I50.900x002
I50.904,急性心力衰竭,I50.907,,急性心力衰竭,I50.907
I50.905,慢性心力衰竭,I50.908,,慢性心力衰竭,I50.908
I50.907,心功能Ⅱ级(NYHA分级),I50.900x007,,心功能Ⅱ级(NYHA分级),I50.900x007
I50.908,心功能III级(NYHA分级),I50.900x008,,心功能III级(NYHA分级),I50.900x008
I50.909,心功能Ⅱ--Ⅲ级(NYHA分级),I50.900x009,,心功能Ⅱ--Ⅲ级(NYHA分级),I50.900x009
I50.910,心功能IV级(NYHA分级),I50.900x010,,心功能IV级(NYHA分级),I50.900x010
I50.911,心力衰竭,I50.900,,心力衰竭,I50.900
I50.914,KillipII级,I50.900x014,,KillipII级,I50.900x014
I50.915,KillipIII级,I50.900x015,,KillipIII级,I50.900x015
I50.916,KillipIV级,I50.900x016,,KillipIV级,I50.900x016
I50.917,难治性心力衰竭,I50.900x017,,难治性心力衰竭,I50.900x017
I50.918,慢性心功能不全急性加重,I50.900x018,,慢性心功能不全急性加重,I50.900x018
I50.919,舒张性心力衰竭,I50.900x019,,舒张性心力衰竭,I50.900x019
I51.101,心脏腱索断裂,I51.100x001,,心脏腱索断裂,I51.100x001
I51.201,心脏乳头肌断裂,I51.200x001,,心脏乳头肌断裂,I51.200x001
I51.301,心房血栓,I51.302,,心房血栓,I51.302
I51.302,心耳血栓,I51.303,,心耳血栓,I51.303
I51.303,心室血栓,I51.301,,心室血栓,I51.301
I51.304,心尖部血栓,I51.304,,心尖部血栓,I51.304
I51.305,左心室附壁血栓形成,I51.300x005,,左心室附壁血栓形成,I51.300x005
I51.306,左房血栓,I51.300x006,,左房血栓,I51.300x006
I51.401,病毒性心肌炎后遗症,I51.403,,心肌炎后遗症,I51.403
I51.403,心肌炎,I51.400,,心肌炎,I51.400
I51.404,心肌炎后遗症,I51.403,,心肌炎后遗症,I51.403
I51.405,肉芽肿型心肌炎,I51.400x005,,肉芽肿型心肌炎,I51.400x005
I51.406,巨细胞型心肌炎,I51.400x006,,巨细胞型心肌炎,I51.400x006
I51.501,心肌变性,I51.500,,心肌变性,I51.500
I51.502,心肌劳损,I51.500x002,,心肌劳损,I51.500x002
I51.503,心肌损害,I51.500,,心肌变性,I51.500
I51.504,心肌脂肪变性,I51.502,,心肌脂肪变性,I51.502
I51.505,老年性心肌变性,I51.501,,老年性心肌变性,I51.501
I51.506,老年性心肌病,I51.500x006,,老年性心肌病,I51.500x006
I51.602,心血管意外,I51.600x002,,心血管意外,I51.600x002
I51.603,心血管硬化,I51.600x003,,心血管硬化,I51.600x003
I51.701,室间隔肥大,I51.706,,室间隔肥大,I51.706
I51.702,心房肥大,I51.707,,心房肥大,I51.707
I51.703,心房扩大,I51.700x003,,心房扩大,I51.700x003
I51.704,心肌肥大,I51.700x004,,心肌肥大,I51.700x004
I51.705,心室肥大,I51.709,,心室肥大,I51.709
I51.706,心室肥厚,I51.700x006,,心室肥厚,I51.700x006
I51.707,心室扩大,I51.700x007,,心室扩大,I51.700x007
I51.708,心脏肥大,I51.700,,心脏肥大,I51.700
I51.709,心脏扩大,I51.700x009,,心脏扩大,I51.700x009
I51.710,左室肥大,I51.701,,左室肥大,I51.701
I51.711,右室肥大,I51.702,,右室肥大,I51.702
I51.712,左房扩大,I51.703,,左房扩大,I51.703
I51.713,右房扩大,I51.704,,右房扩大,I51.704
I51.714,左室扩大,I51.700x014,,左室扩大,I51.700x014
I51.715,右室扩大,I51.700x015,,右室扩大,I51.700x015
I51.716,运动员心脏综合征,I51.705,,运动员心脏综合征,I51.705
I51.801,全心炎,I51.802,,全心炎,I51.802
I51.802,乳头肌功能不全,I51.803,,乳头肌功能不全,I51.803
I51.803,心房肿物,I51.902,,心房肿物,I51.902
I51.804,心肌功能不全,I51.800x004,,心肌功能不全,I51.800x004
I51.805,心室肿物,I51.800x005,,心室肿物,I51.800x005
I51.806,心室假腱索,I51.801,,心室假腱索,I51.801
I51.901,肝源性心脏病,I51.900x001,,肝源性心脏病,I51.900x001
I51.902,贫血性心脏病,I51.903,,贫血性心脏病,I51.903
I51.903,心功能I级(NYHA分级),I51.900x003,,心功能I级(NYHA分级),I51.900x003
I51.905,KillipI级,I51.900x005,,KillipI级,I51.900x005
I60.001,颈内动脉虹吸弯和分叉部蛛网膜下腔出血,I60.000x001,,颈内动脉虹吸弯和分叉部蛛网膜下腔出血,I60.000x001
I60.002,颈内动脉分叉段动脉瘤破裂伴蛛网膜下腔出血,I60.000x002,,颈内动脉分叉段动脉瘤破裂伴蛛网膜下腔出血,I60.000x002
I60.003,颈内动脉眼动脉段动脉瘤破裂伴蛛网膜下腔出血,I60.000x003,,颈内动脉眼动脉段动脉瘤破裂伴蛛网膜下腔出血,I60.000x003
I60.004,脉络膜前动脉动脉瘤破裂伴蛛网膜下腔出血,I60.000x004,,脉络膜前动脉动脉瘤破裂伴蛛网膜下腔出血,I60.000x004
I60.005,颈内动脉海绵窦段动脉瘤破裂伴蛛网膜下腔出血,I60.000x006,,颈内动脉海绵窦段动脉瘤破裂伴蛛网膜下腔出血,I60.000x006
I60.006,颈内动脉床突段动脉瘤破裂伴蛛网膜下腔出血,I60.000x007,,颈内动脉床突段动脉瘤破裂伴蛛网膜下腔出血,I60.000x007
I60.007,颈内动脉背侧动脉瘤破裂伴蛛网膜下腔出血,I60.000x008,,颈内动脉背侧动脉瘤破裂伴蛛网膜下腔出血,I60.000x008
I60.008,颈动脉动脉瘤破裂伴蛛网膜下腔出血,I60.000x011,,颈动脉动脉瘤破裂伴蛛网膜下腔出血,I60.000x011
I60.101,大脑中动脉蛛网膜下出血,I60.100,,大脑中动脉的蛛网膜下出血,I60.100
